name,age,gender,course,year,attendance,gpa_sem1,gpa_sem2,gpa_sem3,gpa_sem4,gpa_sem5,backlog_count,event_participation,dropout_thought
Sneha Khan,20,Female,BCom,1st Year,92.57,6.51,8.24,4.94,6.0,7.35,0.0,Regularly,0
Harsh Agarwal,18,Male,BBA,3rd Year,50.03,6.2,8.24,7.7,6.85,6.43,0.0,Regularly,0
Vikram Patel,19,Male,BBA,2nd Year,77.27,7.95,,6.41,7.6,6.54,2.0,Never,0
Ananya Sharma,18,Male,BA,1st Year,15.0,7.66,8.25,6.15,8.09,6.77,0.0,Regularly,0
Kavya Tiwari,22,Male,BBA,1st Year,73.86,7.2,7.03,7.34,7.02,6.37,1.0,Occasionally,0
Harsh Kapoor,19,Female,BCom,2nd Year,65.1,6.75,4.4,8.62,6.69,8.58,1.0,Occasionally,0
Tanvi Tiwari,21,Female,BSc IT,3rd Year,52.79,8.91,,5.27,7.32,6.6,0.0,Rarely,0
Nisha Bansal,18,Female,BSc CS,1st Year,51.99,7.61,8.48,8.44,7.96,7.09,1.0,Occasionally,0
Aarav Jain,22,Female,BSc IT,2nd Year,54.03,1.9745159353435893,8.24,5.19,7.57,4.87,0.0,Occasionally,0
Simran Kapoor,22,Female,BA,1st Year,100.0,0.7374615202771746,7.94,7.83,6.5,6.17,0.0,Regularly,0
Diya Joshi,20,Female,BCom,1st Year,65.05,7.04,5.55,8.52,7.75,7.02,0.0,Regularly,0
Sneha Agarwal,20,Female,BA,2nd Year,71.56,6.63,6.41,6.68,7.29,7.32,0.0,Never,0
Krishna Joshi,18,Female,BBA,1st Year,88.72,6.66,7.22,7.98,6.63,,2.0,Occasionally,0
Yash Joshi,22,Female,BCom,1st Year,51.91,6.55,7.48,7.16,7.57,7.15,,Rarely,0
Aditya Nair,20,Female,BSc IT,3rd Year,41.3,6.09,7.65,6.94,6.4,,1.0,Never,1
Rahul Bansal,18,Male,BA,2nd Year,52.39,9.92,6.63,4.71,6.17,7.39,,Rarely,0
Siddharth Mishra,21,Male,BSc IT,2nd Year,91.11,1.4253293609062114,6.94,6.06,5.93,7.56,2.0,Rarely,0
Diya Patel,18,Female,BA,2nd Year,84.07,6.99,6.17,8.98,8.07,6.03,1.0,Never,0
Kavya Bansal,20,Female,BCom,3rd Year,,8.04,4.77,9.28,6.28,7.57,1.0,Never,1
Harsh Mehta,19,Male,BSc IT,1st Year,,5.6,7.16,8.05,6.06,6.12,2.0,Never,0
Aditya Iyer,18,Female,BBA,3rd Year,67.54,5.61,6.29,,7.48,5.41,1.0,Never,0
Yash Pandey,19,Male,BSc IT,2nd Year,69.67,6.85,8.49,7.08,7.0,9.28,0.0,Rarely,0
Akash Mishra,22,Male,BSc IT,3rd Year,61.79,8.65,8.16,10.0,5.86,6.32,0.0,Regularly,0
Rahul Singh,20,Female,BSc IT,1st Year,73.78,8.98,6.36,9.73,6.98,8.61,1.0,Never,0
Ananya Sharma,18,Female,BBA,2nd Year,4.0,0.6212388439303165,5.83,8.67,8.7,7.35,1.0,Regularly,0
Anjali Pandey,22,Female,BSc IT,1st Year,85.76,6.96,8.27,7.97,8.26,8.28,1.0,Rarely,0
Vikram Tiwari,18,Male,BA,3rd Year,76.62,7.1,,5.94,6.26,5.93,2.0,Occasionally,0
Meera Reddy,20,Female,BBA,3rd Year,95.48,8.28,5.58,5.48,7.63,,1.0,Never,0
Akash Kulkarni,18,Male,BCom,2nd Year,94.36,6.1,7.9,,7.58,7.32,2.0,Regularly,0
Manav Patel,21,Male,BCom,3rd Year,73.65,5.65,8.56,7.07,7.5,6.01,,Occasionally,0
Krishna Bansal,18,Female,BA,1st Year,85.7,6.16,7.31,6.73,7.29,8.97,0.0,Regularly,0
Tanvi Kapoor,18,Male,BA,1st Year,9.0,6.88,7.49,7.29,7.12,7.2,0.0,Occasionally,0
Ananya Iyer,22,Male,BSc CS,1st Year,81.83,5.1,8.66,7.31,8.15,8.34,1.0,Regularly,0
Yash Chopra,20,Male,BBA,2nd Year,98.81,1.3712504067293838,7.93,5.09,8.62,6.68,2.0,Occasionally,0
Arjun Chopra,21,Male,BSc CS,2nd Year,90.08,5.49,4.99,5.0,7.71,8.15,2.0,Regularly,0
Meera Chopra,21,Male,BSc CS,1st Year,80.89,8.26,7.76,6.18,5.06,6.12,4.0,Never,1
Tanvi Mehta,18,Female,BSc IT,1st Year,,7.14,8.67,7.04,7.14,7.46,,Never,0
Tanvi Mishra,21,Female,BCom,1st Year,51.23,7.32,6.53,7.69,5.52,8.56,0.0,Occasionally,0
Yash Sharma,19,Female,BA,3rd Year,54.83,7.73,7.75,5.7,7.31,6.5,0.0,Occasionally,0
Krishna Bansal,20,Male,BSc IT,2nd Year,4.0,5.99,5.14,6.0,7.17,7.34,5.0,Occasionally,0
Vivaan Pandey,18,Female,BBA,2nd Year,58.48,0.0691675302439243,5.97,7.26,8.05,7.66,0.0,Regularly,0
Rahul Agarwal,20,Female,BSc IT,3rd Year,89.88,7.41,8.05,8.51,6.53,6.47,0.0,Regularly,0
Simran Iyer,22,Male,BSc CS,1st Year,60.51,5.58,6.72,6.18,6.6,9.28,3.0,Never,1
Simran Joshi,19,Male,BBA,3rd Year,80.33,6.47,7.45,5.23,4.9,6.23,,Never,1
Harsh Patel,19,Female,BA,2nd Year,51.77,6.75,8.14,7.54,8.85,6.05,2.0,Never,1
Diya Khan,18,Female,BSc CS,2nd Year,63.82,8.4,8.4,5.49,6.88,7.86,,Occasionally,0
Manav Shah,20,Female,BSc CS,3rd Year,85.15,7.32,8.45,6.12,7.63,,0.0,Occasionally,0
Tanvi Joshi,20,Male,BSc IT,2nd Year,69.01,6.74,,6.87,7.04,7.02,1.0,Rarely,0
Aryan Patel,21,Male,BSc CS,2nd Year,65.12,6.99,5.7,,6.52,8.02,3.0,Never,1
Akash Kapoor,20,Male,BSc CS,2nd Year,,6.98,,7.7,8.99,8.71,1.0,Rarely,0
Krishna Joshi,22,Female,BSc CS,3rd Year,74.35,5.25,7.82,7.96,8.25,,1.0,Occasionally,0
Aditya Mehta,19,Female,BA,3rd Year,78.96,8.23,,6.39,8.08,5.73,1.0,Regularly,0
Aisha Bansal,22,Female,BSc IT,1st Year,74.75,1.776799284272556,7.1,8.51,6.67,7.72,1.0,Never,0
Aditya Kapoor,18,Female,BSc IT,2nd Year,75.76,6.8,8.48,5.91,6.58,6.06,0.0,Rarely,0
Siddharth Kulkarni,21,Female,BA,3rd Year,51.17,6.04,9.05,7.94,5.22,5.95,0.0,Regularly,0
Siddharth Shah,22,Female,BSc CS,2nd Year,85.48,7.32,4.67,6.52,6.84,7.06,0.0,Never,0
Ananya Joshi,22,Female,BSc CS,1st Year,9.0,7.37,9.05,6.3,8.05,7.51,1.0,Never,0
Harsh Reddy,22,Male,BA,1st Year,14.0,7.53,6.12,8.74,7.15,6.84,2.0,Never,0
Aditya Saxena,21,Female,BSc CS,2nd Year,86.08,6.4,9.79,7.3,6.06,6.74,0.0,Occasionally,0
Priya Agarwal,20,Female,BSc CS,2nd Year,,5.78,,6.36,5.96,4.74,,Rarely,0
Vikram Kapoor,18,Female,BSc CS,3rd Year,84.83,8.04,7.86,4.59,6.94,,1.0,Regularly,0
Pooja Bansal,22,Male,BCom,2nd Year,56.51,6.94,5.87,8.46,6.88,,0.0,Regularly,0
Rohan Reddy,18,Female,BCom,2nd Year,82.0,7.46,4.67,,6.01,7.2,3.0,Never,1
Simran Joshi,22,Male,BBA,1st Year,100.0,7.91,6.68,8.34,5.65,6.36,0.0,Never,0
Varun Sharma,22,Male,BCom,1st Year,76.92,8.51,6.33,7.54,8.34,6.0,1.0,Occasionally,0
Aarav Saxena,18,Female,BCom,2nd Year,88.91,5.75,6.72,7.34,5.98,4.6,1.0,Regularly,0
Siddharth Sharma,20,Male,BA,3rd Year,74.73,7.54,6.98,8.72,8.66,8.2,,Occasionally,0
Sneha Gupta,22,Male,BSc IT,3rd Year,66.9,1.599744466656692,6.61,6.43,7.99,3.71,0.0,Never,1
Aryan Singh,18,Male,BSc IT,3rd Year,72.54,6.45,5.82,8.64,6.01,6.95,2.0,Rarely,0
Aryan Mishra,19,Female,BSc CS,3rd Year,56.65,8.12,7.4,8.32,7.25,8.32,1.0,Never,1
Aarav Mehta,20,Female,BCom,1st Year,75.04,8.75,9.26,,4.61,6.9,,Rarely,0
Ishaan Iyer,22,Female,BBA,3rd Year,73.56,0.7559129826959183,6.82,8.59,5.44,8.68,1.0,Occasionally,0
Meera Jain,22,Male,BCom,3rd Year,84.28,6.09,8.64,8.59,4.71,8.19,,Never,0
Ananya Kapoor,19,Male,BSc IT,3rd Year,,6.7,6.97,6.85,6.69,6.78,0.0,Never,0
Manav Malhotra,20,Male,BA,3rd Year,100.0,5.23,7.71,,7.1,9.54,1.0,Regularly,0
Neha Shah,18,Male,BA,3rd Year,83.42,7.6,8.08,,9.21,6.05,1.0,Never,0
Aditya Tiwari,19,Male,BSc CS,3rd Year,60.99,5.95,7.71,,8.11,8.49,1.0,Regularly,0
Ishaan Agarwal,21,Female,BSc IT,1st Year,59.78,7.07,8.3,7.9,7.38,7.98,1.0,Regularly,0
Aisha Mishra,20,Male,BBA,2nd Year,58.93,6.95,5.17,5.82,6.08,6.18,1.0,Regularly,1
Rohan Reddy,20,Female,BA,2nd Year,2.0,8.6,6.37,6.55,9.7,5.83,,Regularly,0
Nisha Singh,21,Female,BSc IT,1st Year,51.16,6.31,5.13,8.05,6.39,5.03,,Regularly,1
Karan Tiwari,18,Female,BSc CS,2nd Year,100.0,3.58,,8.89,6.01,6.9,1.0,Never,0
Priya Mehta,18,Male,BCom,1st Year,89.32,6.63,7.54,7.27,5.72,6.62,2.0,Never,0
Aarav Shah,21,Female,BCom,2nd Year,90.61,8.44,7.05,7.43,4.99,7.86,2.0,Rarely,0
Yash Shah,18,Male,BA,3rd Year,2.0,3.32,6.21,6.6,6.57,3.9,0.0,Occasionally,0
Aisha Gupta,22,Female,BSc CS,2nd Year,65.87,6.52,5.44,7.2,7.38,7.22,0.0,Never,0
Arjun Tiwari,21,Female,BSc IT,3rd Year,86.29,5.64,8.35,7.81,6.35,7.58,1.0,Rarely,0
Harsh Shah,20,Female,BBA,1st Year,86.09,8.0,7.94,8.8,7.64,8.87,2.0,Never,0
Sneha Joshi,19,Female,BA,2nd Year,68.14,8.42,6.54,6.53,7.81,6.14,0.0,Regularly,0
Simran Joshi,21,Male,BSc IT,3rd Year,78.1,7.07,8.05,8.12,7.04,4.92,0.0,Never,0
Arjun Jain,18,Female,BSc CS,1st Year,53.93,1.2661853282717688,6.71,6.54,7.04,5.71,0.0,Rarely,0
Akash Agarwal,18,Female,BSc CS,1st Year,100.0,0.9061158892737509,7.61,7.73,7.31,6.91,1.0,Never,0
Aryan Verma,19,Female,BSc CS,2nd Year,66.41,6.24,6.4,,7.95,6.46,3.0,Occasionally,0
Aditya Iyer,20,Female,BSc IT,2nd Year,63.45,6.88,5.59,5.39,7.39,7.08,0.0,Regularly,0
Simran Verma,22,Male,BA,3rd Year,48.84,0.945856573410834,7.49,6.53,6.61,8.26,,Regularly,0
Neha Malhotra,22,Male,BA,3rd Year,,0.33536615719439133,5.13,5.89,6.09,6.48,0.0,Regularly,1
Aarav Kapoor,18,Male,BA,1st Year,,6.1,8.62,6.64,6.73,6.82,0.0,Occasionally,0
Krishna Jain,21,Male,BSc CS,1st Year,80.66,6.29,4.07,5.2,6.94,8.48,4.0,Rarely,1
Ananya Sharma,21,Female,BCom,1st Year,9.0,1.4823246380567923,,6.12,7.54,6.58,1.0,Occasionally,0
Anjali Nair,20,Female,BA,2nd Year,69.69,0.49506138721905124,,6.18,9.03,5.93,0.0,Occasionally,0
Karan Pandey,22,Male,BBA,1st Year,6.0,7.5,7.81,5.5,5.42,5.17,,Regularly,0
Neha Verma,19,Male,BBA,2nd Year,65.58,8.86,7.33,6.89,7.66,9.43,0.0,Never,0
Yash Mishra,20,Female,BCom,2nd Year,73.51,6.01,6.5,6.13,6.05,9.14,,Occasionally,0
Aditya Reddy,20,Female,BA,3rd Year,97.62,7.78,,6.48,7.4,6.8,0.0,Rarely,0
Yash Reddy,20,Male,BA,1st Year,72.33,5.86,6.24,8.1,6.29,6.46,4.0,Regularly,0
Vivaan Khan,19,Male,BA,3rd Year,64.52,7.64,6.67,9.33,7.3,5.95,1.0,Never,1
Pooja Khan,18,Female,BA,1st Year,94.58,7.04,7.26,,7.47,7.71,2.0,Rarely,0
Yash Reddy,22,Female,BBA,1st Year,78.63,7.85,,6.89,8.61,,1.0,Occasionally,0
Simran Mehta,19,Male,BBA,3rd Year,67.11,7.78,,7.09,6.62,5.2,1.0,Never,0
Krishna Reddy,20,Female,BBA,1st Year,1.0,6.31,7.64,9.78,6.81,5.55,2.0,Occasionally,0
Harsh Patel,20,Female,BSc IT,2nd Year,100.0,9.03,7.7,5.88,7.06,6.49,1.0,Never,0
Vivaan Kulkarni,21,Male,BCom,2nd Year,83.4,7.36,7.56,7.96,7.74,5.34,0.0,Occasionally,0
Harsh Iyer,19,Male,BSc IT,1st Year,60.98,7.28,8.45,,6.13,,1.0,Rarely,0
Arjun Nair,21,Female,BSc CS,1st Year,,6.71,6.81,8.16,5.23,7.71,0.0,Rarely,0
Aisha Mishra,22,Male,BSc CS,2nd Year,65.41,8.97,7.3,9.36,9.46,5.92,0.0,Occasionally,0
Ishaan Desai,18,Female,BSc CS,2nd Year,68.8,6.21,8.93,6.94,7.2,7.82,2.0,Never,0
Krishna Nair,18,Female,BA,1st Year,86.78,5.71,8.43,8.1,7.54,7.4,1.0,Rarely,0
Ananya Singh,19,Female,BCom,1st Year,91.81,6.96,6.98,8.7,7.81,,1.0,Occasionally,0
Kavya Pandey,19,Female,BCom,2nd Year,68.18,1.5138911102313601,6.76,6.89,6.49,5.99,1.0,Rarely,0
Krishna Saxena,19,Female,BCom,3rd Year,18.0,8.16,6.87,5.29,7.49,6.0,2.0,Rarely,0
Meera Patel,22,Female,BBA,3rd Year,76.87,5.78,6.43,7.16,8.22,5.78,0.0,Regularly,0
Tanvi Jain,18,Female,BSc CS,3rd Year,73.54,4.97,7.64,7.24,4.7,7.0,1.0,Regularly,0
Aryan Desai,20,Female,BBA,3rd Year,78.35,8.67,7.38,,4.84,4.97,1.0,Occasionally,0
Neha Reddy,19,Female,BSc CS,3rd Year,,6.6,6.52,5.65,9.17,5.83,2.0,Occasionally,0
Aisha Reddy,18,Female,BCom,3rd Year,17.0,6.58,8.95,6.07,7.9,4.89,0.0,Never,0
Aryan Agarwal,18,Male,BCom,3rd Year,75.66,0.04753584228247698,7.34,3.16,5.75,8.36,1.0,Never,0
Krishna Singh,19,Male,BBA,2nd Year,94.58,8.48,6.04,7.89,9.1,8.34,2.0,Regularly,0
Rahul Joshi,21,Male,BSc CS,3rd Year,88.46,7.28,6.93,4.44,4.4,5.69,1.0,Occasionally,0
Priya Sharma,19,Female,BBA,2nd Year,75.0,0.6310870882706525,6.4,5.19,6.54,6.3,2.0,Occasionally,0
Meera Kapoor,19,Male,BA,3rd Year,63.42,5.21,7.43,9.7,7.14,7.9,1.0,Never,1
Meera Mishra,22,Male,BSc IT,3rd Year,80.98,4.54,7.47,5.51,6.09,7.05,1.0,Never,1
Yash Malhotra,22,Male,BSc IT,3rd Year,15.0,6.58,6.07,7.83,8.41,5.55,0.0,Occasionally,0
Tanvi Joshi,21,Male,BBA,2nd Year,78.38,6.82,7.16,6.7,6.19,4.15,1.0,Never,0
Sneha Malhotra,18,Male,BBA,2nd Year,14.0,6.23,,5.1,7.39,5.0,,Occasionally,0
Priya Joshi,20,Female,BSc IT,1st Year,82.96,6.12,7.02,7.59,8.6,8.38,1.0,Occasionally,0
Kavya Mishra,21,Male,BSc CS,3rd Year,,7.83,4.59,7.16,5.36,5.48,1.0,Regularly,0
Rahul Saxena,19,Male,BSc CS,2nd Year,45.41,4.99,7.72,6.54,8.27,6.93,1.0,Occasionally,0
Riya Singh,20,Female,BCom,1st Year,,7.9,5.46,8.15,6.48,6.98,0.0,Occasionally,0
Manav Shah,22,Male,BA,3rd Year,66.13,7.13,,6.0,5.62,6.26,,Occasionally,0
Aarav Mishra,20,Female,BCom,2nd Year,65.28,6.54,4.58,7.36,6.17,6.37,1.0,Regularly,0
Nisha Malhotra,20,Female,BSc IT,2nd Year,80.87,8.36,8.35,6.78,7.86,8.32,1.0,Regularly,0
Shreya Reddy,20,Female,BA,3rd Year,88.09,8.45,6.62,6.7,7.37,,0.0,Regularly,0
Aisha Agarwal,19,Male,BSc CS,1st Year,84.76,7.67,7.09,7.56,9.0,8.27,,Regularly,0
Aryan Chopra,21,Male,BSc IT,3rd Year,96.57,5.87,5.83,6.88,7.42,7.34,1.0,Occasionally,0
Sneha Desai,20,Male,BSc IT,2nd Year,82.71,6.22,7.23,,8.69,9.17,1.0,Never,0
Anjali Kulkarni,21,Male,BSc IT,1st Year,98.12,6.6,7.13,4.39,7.8,6.12,,Never,0
Aditya Iyer,21,Female,BCom,3rd Year,59.56,8.45,7.43,,7.78,7.54,1.0,Never,1
Vivaan Kulkarni,19,Male,BSc IT,3rd Year,66.9,9.01,6.63,5.72,5.76,6.25,0.0,Rarely,0
Krishna Joshi,20,Female,BSc CS,2nd Year,87.33,3.15,6.48,5.4,5.96,7.29,1.0,Rarely,0
Priya Tiwari,21,Female,BSc IT,3rd Year,77.9,8.21,4.34,5.73,8.34,7.4,1.0,Rarely,0
Ishaan Jain,22,Male,BBA,3rd Year,56.5,7.84,7.64,,4.43,5.07,,Rarely,1
Krishna Mehta,21,Female,BCom,1st Year,82.79,7.82,7.45,8.05,6.28,7.32,2.0,Never,0
Varun Nair,18,Male,BBA,2nd Year,79.5,6.93,5.57,7.92,5.25,,0.0,Never,0
Ananya Nair,22,Male,BBA,1st Year,51.74,0.6448492346044807,5.98,6.59,8.78,6.87,4.0,Regularly,1
Aditya Joshi,22,Female,BSc IT,3rd Year,17.0,6.85,6.93,6.67,8.32,,0.0,Rarely,0
Aryan Malhotra,18,Female,BSc CS,2nd Year,89.75,6.63,7.89,5.74,9.0,6.8,0.0,Never,0
Siddharth Reddy,18,Female,BA,1st Year,63.1,8.76,5.9,5.75,7.57,6.16,1.0,Regularly,0
Meera Pandey,20,Female,BA,3rd Year,81.74,7.16,7.0,7.25,7.0,8.4,0.0,Rarely,0
Arjun Malhotra,20,Female,BSc CS,3rd Year,60.26,9.0,8.38,7.29,6.87,8.07,0.0,Rarely,0
Tanvi Sharma,19,Female,BA,3rd Year,66.53,6.93,4.5,5.69,8.79,7.75,,Occasionally,0
Diya Desai,22,Female,BCom,1st Year,80.87,7.79,7.91,,10.0,7.14,2.0,Occasionally,0
Ananya Jain,21,Male,BA,2nd Year,80.11,6.28,6.37,5.12,7.84,6.84,0.0,Never,0
Rohan Mehta,20,Male,BSc IT,3rd Year,69.37,7.23,8.11,7.87,6.52,4.79,1.0,Regularly,0
Rohan Reddy,19,Female,BA,2nd Year,64.44,7.68,7.8,7.41,5.35,10.0,1.0,Occasionally,0
Rahul Sharma,20,Male,BSc CS,1st Year,19.0,8.28,5.85,7.18,7.39,8.4,,Never,0
Neha Jain,18,Male,BSc IT,1st Year,74.77,5.68,8.02,8.51,9.05,6.59,2.0,Rarely,0
Akash Chopra,22,Male,BSc IT,2nd Year,55.42,6.45,,7.7,6.89,4.74,2.0,Never,1
Anjali Jain,19,Female,BSc CS,3rd Year,94.16,5.75,6.09,5.57,9.26,,0.0,Occasionally,0
Ananya Kapoor,22,Female,BA,3rd Year,67.31,6.31,6.52,5.25,7.17,8.54,0.0,Never,0
Krishna Reddy,21,Female,BSc CS,2nd Year,58.57,7.82,9.82,7.65,6.5,6.58,,Regularly,0
Vikram Saxena,18,Male,BSc IT,3rd Year,97.48,6.52,6.65,4.5,6.32,,3.0,Rarely,1
Simran Iyer,20,Female,BBA,3rd Year,83.29,7.28,6.38,6.91,5.64,7.64,1.0,Rarely,0
Aryan Sharma,20,Female,BA,2nd Year,76.47,4.85,7.1,7.78,5.23,,1.0,Never,0
Siddharth Pandey,21,Female,BSc IT,3rd Year,83.57,5.53,7.74,4.97,6.98,6.57,1.0,Occasionally,0
Aarav Tiwari,20,Female,BSc IT,1st Year,65.21,5.49,,7.0,8.08,6.25,2.0,Never,0
Karan Verma,20,Male,BA,1st Year,52.89,9.04,4.7,,7.07,6.84,2.0,Never,1
Ishaan Iyer,18,Female,BSc IT,1st Year,83.42,7.59,6.88,5.52,6.85,7.28,0.0,Regularly,0
Harsh Reddy,21,Female,BCom,3rd Year,,9.12,7.95,6.25,6.54,3.95,,Never,0
Harsh Malhotra,18,Female,BBA,3rd Year,69.84,8.84,3.77,5.48,9.86,8.18,0.0,Never,0
Tanvi Reddy,22,Female,BBA,2nd Year,77.85,8.37,6.14,5.03,7.11,7.1,1.0,Regularly,0
Sneha Malhotra,20,Female,BBA,2nd Year,46.46,9.19,9.24,7.2,6.42,,1.0,Regularly,0
Aarav Verma,19,Female,BA,2nd Year,,5.63,8.11,5.8,9.32,,1.0,Rarely,0
Harsh Bansal,22,Male,BCom,3rd Year,64.99,6.25,6.67,6.37,5.92,8.77,1.0,Regularly,0
Pooja Gupta,18,Female,BBA,2nd Year,97.43,7.99,5.54,6.53,8.26,,1.0,Rarely,0
Tanvi Patel,22,Male,BSc IT,2nd Year,,8.11,4.94,5.92,8.09,,0.0,Rarely,0
Rahul Gupta,18,Female,BCom,1st Year,68.74,5.1,7.46,7.1,6.61,7.33,0.0,Occasionally,0
Aisha Kapoor,22,Female,BA,2nd Year,81.69,6.22,8.38,6.75,9.22,7.36,0.0,Regularly,0
Riya Reddy,21,Female,BSc CS,3rd Year,79.44,6.84,6.28,8.49,5.38,,0.0,Regularly,0
Shreya Sharma,19,Male,BBA,1st Year,82.89,5.38,6.72,5.62,5.43,5.6,1.0,Regularly,0
Manav Malhotra,18,Male,BSc IT,3rd Year,67.71,7.48,6.06,8.17,9.52,8.33,0.0,Never,0
Krishna Singh,21,Male,BCom,3rd Year,70.15,6.71,6.86,7.26,7.44,6.77,2.0,Regularly,0
Riya Sharma,18,Female,BSc CS,1st Year,17.0,0.8246715285509534,7.4,7.72,5.57,5.87,1.0,Rarely,0
Aarav Pandey,20,Female,BSc CS,3rd Year,97.37,4.07,5.48,8.09,5.53,5.48,1.0,Never,1
Akash Pandey,18,Female,BSc IT,2nd Year,86.18,8.21,5.98,6.51,6.54,8.06,1.0,Rarely,0
Diya Agarwal,22,Female,BSc CS,1st Year,98.03,8.89,6.58,5.68,5.57,5.98,0.0,Rarely,0
Vikram Tiwari,19,Female,BA,1st Year,62.18,7.25,7.56,7.38,8.19,6.14,1.0,Rarely,0
Tanvi Verma,20,Female,BSc IT,2nd Year,90.06,6.54,,,7.47,5.87,0.0,Never,0
Akash Chopra,19,Male,BA,2nd Year,11.0,9.16,6.04,8.04,7.7,4.11,0.0,Never,0
Riya Pandey,19,Female,BSc CS,2nd Year,56.6,7.36,,5.56,8.01,7.09,1.0,Regularly,0
Ananya Mishra,18,Female,BSc CS,1st Year,52.7,5.96,8.16,6.96,8.21,8.9,2.0,Rarely,0
Siddharth Mehta,21,Male,BSc IT,1st Year,51.28,1.5163102028687565,6.7,9.11,5.08,,2.0,Rarely,0
Ananya Reddy,20,Female,BA,1st Year,100.0,6.27,5.99,7.33,5.81,5.71,,Never,0
Aisha Chopra,20,Male,BSc CS,1st Year,55.75,5.44,6.94,7.53,7.42,6.37,2.0,Regularly,0
Shreya Mishra,18,Female,BBA,2nd Year,91.45,5.63,8.19,7.09,7.21,7.49,1.0,Never,0
Anjali Nair,20,Female,BSc CS,3rd Year,66.21,8.14,7.55,6.24,4.94,6.76,0.0,Rarely,0
Arjun Bansal,20,Female,BCom,3rd Year,13.0,6.8,8.14,8.21,7.96,4.67,,Occasionally,0
Aisha Sharma,21,Male,BA,2nd Year,,6.83,6.18,5.52,8.75,8.53,0.0,Never,0
Siddharth Patel,20,Female,BSc IT,1st Year,85.0,7.22,6.79,6.26,6.58,7.28,1.0,Occasionally,0
Priya Desai,22,Male,BCom,3rd Year,,7.05,8.85,6.74,5.78,9.17,1.0,Never,1
Siddharth Singh,21,Female,BBA,2nd Year,18.0,8.21,6.63,6.03,5.98,8.47,2.0,Rarely,0
Meera Patel,22,Female,BSc IT,3rd Year,54.32,6.08,6.59,8.29,5.35,6.94,0.0,Regularly,0
Vikram Iyer,21,Male,BA,1st Year,72.1,6.13,7.46,7.72,7.4,,2.0,Regularly,0
Simran Gupta,18,Male,BBA,3rd Year,,5.22,8.43,7.14,4.19,6.18,1.0,Occasionally,0
Yash Mehta,22,Female,BCom,2nd Year,,5.52,6.54,6.16,6.76,6.5,2.0,Rarely,0
Harsh Tiwari,18,Male,BBA,1st Year,72.32,5.82,8.32,8.22,8.58,6.77,,Occasionally,0
Ananya Kulkarni,20,Male,BSc IT,3rd Year,58.66,6.04,8.82,4.77,6.97,9.52,2.0,Never,1
Karan Kulkarni,20,Male,BSc IT,1st Year,50.91,7.79,7.31,9.49,8.55,6.3,1.0,Occasionally,0
Varun Mishra,20,Male,BSc CS,3rd Year,66.23,5.89,,7.88,5.03,5.94,0.0,Never,1
Tanvi Malhotra,20,Female,BSc CS,3rd Year,94.45,9.69,8.66,8.09,8.73,7.49,0.0,Rarely,0
Anjali Kulkarni,19,Female,BCom,1st Year,67.73,1.5436564529203747,6.4,5.76,9.39,7.68,1.0,Never,0
Harsh Shah,19,Female,BCom,1st Year,87.17,5.94,5.59,6.82,5.84,8.67,0.0,Regularly,0
Aditya Kulkarni,21,Male,BBA,3rd Year,10.0,6.93,8.32,8.75,7.86,7.97,0.0,Regularly,0
Pooja Pandey,21,Male,BCom,2nd Year,60.11,7.88,8.17,8.15,6.83,7.1,1.0,Regularly,0
Manav Nair,22,Female,BSc IT,2nd Year,87.66,6.02,,6.66,4.39,6.95,1.0,Occasionally,0
Rahul Agarwal,22,Female,BBA,1st Year,59.77,5.39,6.57,4.87,8.63,7.6,1.0,Regularly,0
Diya Sharma,19,Female,BBA,1st Year,15.0,6.35,6.66,7.37,6.92,6.37,,Occasionally,0
Kavya Pandey,20,Female,BSc CS,1st Year,74.51,7.38,5.82,7.04,6.91,,2.0,Regularly,0
Vivaan Khan,20,Female,BSc CS,3rd Year,55.33,9.42,6.76,7.3,8.09,4.64,0.0,Regularly,0
Diya Pandey,21,Female,BSc CS,3rd Year,75.13,6.04,5.04,5.68,5.04,9.06,0.0,Occasionally,0
Vivaan Khan,22,Female,BSc CS,2nd Year,83.11,9.8,6.04,6.89,9.15,,0.0,Never,0
Aditya Patel,20,Male,BBA,3rd Year,2.0,8.47,4.51,6.49,5.18,5.43,2.0,Occasionally,0
Riya Shah,18,Male,BA,3rd Year,63.96,7.07,7.15,6.84,5.8,7.13,3.0,Occasionally,1
Vikram Agarwal,22,Male,BSc IT,2nd Year,95.23,6.73,7.15,6.64,6.34,8.54,0.0,Never,0
Manav Tiwari,18,Female,BSc CS,1st Year,67.41,5.68,7.13,7.66,8.44,7.01,0.0,Rarely,0
Aditya Desai,20,Female,BCom,2nd Year,81.05,7.09,6.43,6.23,4.62,8.4,0.0,Never,0
Riya Kapoor,20,Female,BCom,3rd Year,,8.18,6.3,10.0,7.24,9.83,1.0,Never,0
Aarav Shah,21,Female,BSc IT,3rd Year,13.0,7.68,5.89,4.35,7.55,9.56,0.0,Regularly,0
Priya Mishra,19,Male,BSc CS,2nd Year,66.66,7.06,6.96,8.34,4.82,6.8,0.0,Rarely,0
Nisha Khan,18,Male,BCom,2nd Year,55.12,1.0946368090194174,8.72,6.8,7.59,7.48,5.0,Regularly,1
Pooja Mehta,21,Male,BA,2nd Year,,6.51,5.91,6.09,8.1,,,Occasionally,0
