name,age,gender,course,year,attendance,gpa_sem1,gpa_sem2,gpa_sem3,gpa_sem4,gpa_sem5,backlog_count,event_participation,dropout_thought,avg_gpa,event_score,has_backlog,risk_probability,predicted_risk_probability,risk_level
Arjun Naik,18,Male,BBA,3rd Year,50,6.2,8.2,7.7,6.8,6.4,0.0,regularly,0,7.1,3,0,0.35055677281868103,0.36,Medium
Amit Yadav,19,Male,BBA,2nd Year,77,8.0,7.0,6.4,7.6,6.5,2.0,never,0,7.1,0,1,0.5562775760122461,0.55,Medium
Neha Agarwal,22,Male,BBA,1st Year,74,7.2,7.0,7.3,7.0,6.4,1.0,occasionally,0,7.0,2,1,0.3893807965903292,0.39,Medium
Sejal Mathew,19,Female,BCom,2nd Year,65,6.8,4.4,8.6,6.7,8.6,1.0,occasionally,0,7.0,2,1,0.4268991805984932,0.43,Medium
Saloni Dalvi,21,Female,BSc IT,3rd Year,53,8.9,7.0,5.3,7.3,6.6,0.0,rarely,0,7.0,1,0,0.46599333673500004,0.48,Medium
Ishita Wagh,18,Female,BSc CS,1st Year,52,7.6,8.5,8.4,8.0,7.1,1.0,occasionally,0,7.9,2,1,0.3769096857460156,0.38,Medium
Riya Lad,20,Female,BCom,1st Year,65,7.0,5.6,8.5,7.8,7.0,0.0,regularly,0,7.2,3,0,0.2718882252303629,0.27,Low
Om Sharma,20,Female,BA,2nd Year,72,6.6,6.4,6.7,7.3,7.3,0.0,never,0,6.9,0,0,0.459885343818471,0.46,Medium
Tanya Gawande,18,Female,BBA,1st Year,89,6.7,7.2,8.0,6.6,7.0,2.0,occasionally,0,7.1,2,1,0.3845484287300778,0.38,Medium
Aryan Varghese,22,Female,BCom,1st Year,52,6.6,7.5,7.2,7.6,7.2,1.0,rarely,0,7.2,1,1,0.5254224570039319,0.52,Medium
Dev Bhatt,20,Female,BSc IT,3rd Year,41,6.1,7.6,6.9,6.4,7.0,1.0,never,1,6.8,0,1,0.6769216916288983,0.67,High
Manav Reddy,18,Male,BA,2nd Year,52,9.9,6.6,4.7,6.2,7.4,1.0,rarely,0,7.0,1,1,0.5494342227691569,0.56,Medium
Darshan Dubey,18,Female,BA,2nd Year,84,7.0,6.2,9.0,8.1,6.0,1.0,never,0,7.2,0,1,0.4327370411501636,0.44,Medium
Prisha Rawat,20,Female,BCom,3rd Year,73,8.0,4.8,9.3,6.3,7.6,1.0,never,1,7.2,0,1,0.4916709187501876,0.49,Medium
Darshan Yadav,19,Male,BSc IT,1st Year,73,5.6,7.2,8.0,6.1,6.1,2.0,never,0,6.6,0,1,0.6375423957739291,0.64,High
Sejal Naidu,18,Female,BBA,3rd Year,68,5.6,6.3,7.0,7.5,5.4,1.0,never,0,6.4,0,1,0.6140108653240088,0.61,High
Aditya Chitale,19,Male,BSc IT,2nd Year,70,6.8,8.5,7.1,7.0,9.3,0.0,rarely,0,7.7,1,0,0.30343368250442704,0.3,Low
Simran Sheikh,22,Male,BSc IT,3rd Year,62,8.6,8.2,10.0,5.9,6.3,0.0,regularly,0,7.8,3,0,0.21188882552450694,0.21,Low
Tanish George,20,Female,BSc IT,1st Year,74,9.0,6.4,9.7,7.0,8.6,1.0,never,0,8.1,0,1,0.37293273704115015,0.37,Medium
Kavya Shetty,22,Female,BSc IT,1st Year,86,7.0,8.3,8.0,8.3,8.3,1.0,rarely,0,7.9,1,1,0.281057718281958,0.29,Low
Shruti Naidu,18,Male,BA,3rd Year,77,7.1,7.0,5.9,6.3,5.9,2.0,occasionally,0,6.4,2,1,0.5176636551910435,0.52,Medium
Sagar Mishra,20,Female,BBA,3rd Year,95,8.3,5.6,5.5,7.6,7.0,1.0,never,0,6.8,0,1,0.4356334603955938,0.43,Medium
Diya D'Souza,18,Male,BCom,2nd Year,94,6.1,7.9,7.0,7.6,7.3,2.0,regularly,0,7.2,3,1,0.2895218657141999,0.29,Low
Tanvi Verma,21,Male,BCom,3rd Year,74,5.6,8.6,7.1,7.5,6.0,1.0,occasionally,0,7.0,2,1,0.3944082600474232,0.39,Medium
Saanvi Chopra,18,Female,BA,1st Year,86,6.2,7.3,6.7,7.3,9.0,0.0,regularly,0,7.3,3,0,0.16499084551430193,0.17,Low
Shruti Pawar,22,Male,BSc CS,1st Year,82,5.1,8.7,7.3,8.2,8.3,1.0,regularly,0,7.5,3,1,0.2310382087222738,0.24,Low
Chirag Lokhande,21,Male,BSc CS,2nd Year,90,5.5,5.0,5.0,7.7,8.2,2.0,regularly,0,6.3,3,1,0.41828495963021867,0.42,Medium
Kabir Desai,21,Male,BSc CS,1st Year,81,8.3,7.8,6.2,5.1,6.1,4.0,never,1,6.7,0,1,0.7408380106252064,0.72,High
Ishita Gadkari,18,Female,BSc IT,1st Year,73,7.1,8.7,7.0,7.1,7.5,1.0,never,0,7.5,0,1,0.45541315244469793,0.46,Medium
Anjali Pandey,21,Female,BCom,1st Year,51,7.3,6.5,7.7,5.5,8.6,0.0,occasionally,0,7.1,2,0,0.40038118678152285,0.38,Medium
Reyansh Nikam,19,Female,BA,3rd Year,55,7.7,7.8,5.7,7.3,6.5,0.0,occasionally,0,7.0,2,0,0.3993006573220879,0.39,Medium
Yamini Chitale,20,Female,BSc IT,3rd Year,90,7.4,8.0,8.5,6.5,6.5,0.0,regularly,0,7.4,3,0,0.13392562355554213,0.15,Low
Varun Rawat,22,Male,BSc CS,1st Year,61,5.6,6.7,6.2,6.6,9.3,3.0,never,1,6.9,0,1,0.7340246720893239,0.73,High
Mansi Trivedi,19,Male,BBA,3rd Year,80,6.5,7.4,5.2,4.9,6.2,1.0,never,1,6.1,0,1,0.5926854158537685,0.59,Medium
Sneha Verma,19,Female,BA,2nd Year,52,6.8,8.1,7.5,8.8,6.0,2.0,never,1,7.5,0,1,0.62702224089804,0.62,High
Rekha Joshi,18,Female,BSc CS,2nd Year,64,8.4,8.4,5.5,6.9,7.9,1.0,occasionally,0,7.4,2,1,0.38487859050934947,0.38,Medium
Atharva Chopra,20,Female,BSc CS,3rd Year,85,7.3,8.4,6.1,7.6,7.0,0.0,occasionally,0,7.3,2,0,0.2258156496683374,0.22,Low
Payal Lokhande,20,Male,BSc IT,2nd Year,69,6.7,7.0,6.9,7.0,7.0,1.0,rarely,0,6.9,1,1,0.4783293813968844,0.48,Medium
Sneha Prajapati,21,Male,BSc CS,2nd Year,65,7.0,5.7,7.0,6.5,8.0,3.0,never,1,6.8,0,1,0.7163910316054866,0.71,High
Trisha Kapoor,20,Male,BSc CS,2nd Year,73,7.0,7.0,7.7,9.0,8.7,1.0,rarely,0,7.9,1,1,0.3491610889335774,0.35,Medium
Vidhi Jain,22,Female,BSc CS,3rd Year,74,5.2,7.8,8.0,8.2,7.0,1.0,occasionally,0,7.3,2,1,0.3552390671429,0.36,Medium
Tanvi Mukherjee,19,Female,BA,3rd Year,79,8.2,7.0,6.4,8.1,5.7,1.0,regularly,0,7.1,3,1,0.2952246600834409,0.3,Low
Sneha Lad,18,Female,BSc IT,2nd Year,76,6.8,8.5,5.9,6.6,6.1,0.0,rarely,0,6.8,1,0,0.3929525467479063,0.41,Medium
Reyansh Chaudhari,21,Female,BA,3rd Year,51,6.0,9.0,7.9,5.2,6.0,0.0,regularly,0,6.8,3,0,0.3747186121199387,0.38,Medium
Rahul Chitale,22,Female,BSc CS,2nd Year,85,7.3,4.7,6.5,6.8,7.1,0.0,never,0,6.5,0,0,0.4433172254404659,0.44,Medium
Trisha Malhotra,21,Female,BSc CS,2nd Year,86,6.4,9.8,7.3,6.1,6.7,0.0,occasionally,0,7.3,2,0,0.22739142179668034,0.23,Low
Laksh Gawande,20,Female,BSc CS,2nd Year,73,5.8,7.0,6.4,6.0,4.7,1.0,rarely,0,6.0,1,1,0.5782333343338235,0.56,Medium
Nandini Thomas,18,Female,BSc CS,3rd Year,85,8.0,7.9,4.6,6.9,7.0,1.0,regularly,0,6.9,3,1,0.2924482996668367,0.29,Low
Sagar Varghese,22,Male,BCom,2nd Year,57,6.9,5.9,8.5,6.9,7.0,0.0,regularly,0,7.0,3,0,0.3276255365128912,0.33,Medium
Aryan Iyer,18,Female,BCom,2nd Year,82,7.5,4.7,7.0,6.0,7.2,3.0,never,1,6.5,0,1,0.6857760302548248,0.66,High
Siddharth Kulkarni,22,Male,BBA,1st Year,100,7.9,6.7,8.3,5.6,6.4,0.0,never,0,7.0,0,0,0.31719542575862175,0.32,Medium
Varun Pillai,22,Male,BCom,1st Year,77,8.5,6.3,7.5,8.3,6.0,1.0,occasionally,0,7.3,2,1,0.33334333823573553,0.33,Medium
Om George,18,Female,BCom,2nd Year,89,5.8,6.7,7.3,6.0,4.6,1.0,regularly,0,6.1,3,1,0.37132695020560064,0.37,Medium
Aarav Das,20,Male,BA,3rd Year,75,7.5,7.0,8.7,8.7,8.2,1.0,occasionally,0,8.0,2,1,0.2620434012666207,0.27,Low
Tanvi Pinto,18,Male,BSc IT,3rd Year,73,6.4,5.8,8.6,6.0,7.0,2.0,rarely,0,6.8,1,1,0.5565627157307079,0.55,Medium
Shreya Shaikh,19,Female,BSc CS,3rd Year,57,8.1,7.4,8.3,7.2,8.3,1.0,never,1,7.9,0,1,0.48007023441486335,0.48,Medium
Palak Pawar,20,Female,BCom,1st Year,75,8.8,9.3,7.0,4.6,6.9,1.0,rarely,0,7.3,1,1,0.40663925323408473,0.41,Medium
Harsh Mishra,22,Male,BCom,3rd Year,84,6.1,8.6,8.6,4.7,8.2,1.0,never,0,7.2,0,1,0.43227181318846236,0.43,Medium
Siddharth Chavan,19,Male,BSc IT,3rd Year,73,6.7,7.0,6.8,6.7,6.8,0.0,never,0,6.8,0,0,0.46345709397604823,0.46,Medium
Prisha Dalvi,20,Male,BA,3rd Year,100,5.2,7.7,7.0,7.1,9.5,1.0,regularly,0,7.3,3,1,0.17276465468079352,0.19,Low
Saanvi Katpara,18,Male,BA,3rd Year,83,7.6,8.1,7.0,9.2,6.0,1.0,never,0,7.6,0,1,0.39484347330191805,0.4,Medium
Kabir Shaikh,19,Male,BSc CS,3rd Year,61,6.0,7.7,7.0,8.1,8.5,1.0,regularly,0,7.5,3,1,0.33206771317945794,0.33,Medium
Aniket Khan,21,Female,BSc IT,1st Year,60,7.1,8.3,7.9,7.4,8.0,1.0,regularly,0,7.7,3,1,0.304619263439085,0.31,Medium
Pooja Singh,20,Male,BBA,2nd Year,59,7.0,5.2,5.8,6.1,6.2,1.0,regularly,1,6.0,3,1,0.5108653240087642,0.51,Medium
Nisha Iyer,21,Female,BSc IT,1st Year,51,6.3,5.1,8.0,6.4,5.0,1.0,regularly,1,6.2,3,1,0.5287991115646666,0.53,Medium
Isha Patil,18,Female,BSc CS,2nd Year,100,3.6,7.0,8.9,6.0,6.9,1.0,never,0,6.5,0,1,0.45382237296275174,0.45,Medium
Sonal Bhat,18,Male,BCom,1st Year,89,6.6,7.5,7.3,5.7,6.6,2.0,never,0,6.8,0,1,0.5432061710238019,0.54,Medium
Kiara Mathew,21,Female,BCom,2nd Year,91,8.4,7.0,7.4,5.0,7.9,2.0,rarely,0,7.2,1,1,0.4295854968934779,0.44,Medium
Prisha Bansal,22,Female,BSc CS,2nd Year,66,6.5,5.4,7.2,7.4,7.2,0.0,never,0,6.8,0,0,0.49918960290542364,0.5,Medium
Tejas Kulkarni,21,Female,BSc IT,3rd Year,86,5.6,8.4,7.8,6.4,7.6,1.0,rarely,0,7.1,1,1,0.3749587297775911,0.37,Medium
Palak Kamble,20,Female,BBA,1st Year,86,8.0,7.9,8.8,7.6,8.9,2.0,never,0,8.2,0,1,0.37838040639913556,0.39,Medium
Pallavi Sinha,19,Female,BA,2nd Year,68,8.4,6.5,6.5,7.8,6.1,0.0,regularly,0,7.1,3,0,0.2685415853768347,0.27,Low
Varun Jadhav,21,Male,BSc IT,3rd Year,78,7.1,8.0,8.1,7.0,4.9,0.0,never,0,7.0,0,0,0.4095506798331181,0.41,Medium
Sonal Gupta,19,Female,BSc CS,2nd Year,66,6.2,6.4,7.0,8.0,6.5,3.0,occasionally,0,6.8,2,1,0.5948464747726386,0.59,Medium
Hetal Chaudhary,20,Female,BSc IT,2nd Year,63,6.9,5.6,5.4,7.4,7.1,0.0,regularly,0,6.5,3,0,0.36433352342647896,0.37,Medium
Komal Pandey,18,Male,BA,1st Year,73,6.1,8.6,6.6,6.7,6.8,0.0,occasionally,0,7.0,2,0,0.32130744064591654,0.33,Medium
Sagar D'Souza,21,Male,BSc CS,1st Year,81,6.3,4.1,5.2,6.9,8.5,4.0,rarely,1,6.2,1,1,0.7394723414473093,0.72,High
Hitesh Lad,19,Male,BBA,2nd Year,66,8.9,7.3,6.9,7.7,9.4,0.0,never,0,8.0,0,0,0.34657982411381566,0.34,Medium
Vivaan Ghosh,20,Female,BCom,2nd Year,74,6.0,6.5,6.1,6.0,9.1,1.0,occasionally,0,6.8,2,1,0.4180898640333763,0.42,Medium
Rekha Bose,20,Female,BA,3rd Year,98,7.8,7.0,6.5,7.4,6.8,0.0,rarely,0,7.1,1,0,0.2555152024492001,0.26,Low
Aanya Mukherjee,20,Male,BA,1st Year,72,5.9,6.2,8.1,6.3,6.5,4.0,regularly,0,6.6,3,1,0.6096137107182519,0.6,Medium
Manav Gokhale,19,Male,BA,3rd Year,65,7.6,6.7,9.3,7.3,6.0,1.0,never,1,7.4,0,1,0.5051475222859201,0.51,Medium
Jinal Kadam,18,Female,BA,1st Year,95,7.0,7.3,7.0,7.5,7.7,2.0,rarely,0,7.3,1,1,0.3946633850586789,0.4,Medium
Khushi Mehta,22,Female,BBA,1st Year,79,7.8,7.0,6.9,8.6,7.0,1.0,occasionally,0,7.5,2,1,0.31039709457634246,0.32,Medium
Mayank Ghosh,19,Male,BBA,3rd Year,67,7.8,7.0,7.1,6.6,5.2,1.0,never,0,6.7,0,1,0.5704445178137286,0.57,Medium
Shruti Pinto,20,Female,BSc IT,2nd Year,100,9.0,7.7,5.9,7.1,6.5,1.0,never,0,7.2,0,1,0.3629378395413753,0.37,Medium
Sumit Tiwari,21,Male,BCom,2nd Year,83,7.4,7.6,8.0,7.7,5.3,0.0,occasionally,0,7.2,2,0,0.24738121679623024,0.25,Low
Karan Mukherjee,19,Male,BSc IT,1st Year,61,7.3,8.4,7.0,6.1,7.0,1.0,rarely,0,7.2,1,1,0.4855479184800553,0.48,Medium
Ishaan Chitale,21,Female,BSc CS,1st Year,73,6.7,6.8,8.2,5.2,7.7,0.0,rarely,0,6.9,1,0,0.38830026713089416,0.39,Medium
Simran Saxena,22,Male,BSc CS,2nd Year,65,9.0,7.3,9.4,9.5,5.9,0.0,occasionally,0,8.2,2,0,0.2071164870786683,0.21,Low
Ira Gadkari,18,Female,BSc CS,2nd Year,69,6.2,8.9,6.9,7.2,7.8,2.0,never,0,7.4,0,1,0.5558723774649579,0.55,Medium
Gauri Khan,18,Female,BA,1st Year,87,5.7,8.4,8.1,7.5,7.4,1.0,rarely,0,7.4,1,1,0.33793558843833477,0.33,Medium
Yash Yadav,19,Female,BCom,1st Year,92,7.0,7.0,8.7,7.8,7.0,1.0,occasionally,0,7.5,2,1,0.24853678302368154,0.25,Low
Bhavesh Mittal,22,Female,BBA,3rd Year,77,5.8,6.4,7.2,8.2,5.8,0.0,regularly,0,6.7,3,0,0.2789416814238975,0.28,Low
Deepak Chaudhary,18,Female,BSc CS,3rd Year,74,5.0,7.6,7.2,4.7,7.0,1.0,regularly,0,6.3,3,1,0.4126722093825973,0.41,Medium
Dhruv Inamdar,20,Female,BBA,3rd Year,78,8.7,7.4,7.0,4.8,5.0,1.0,occasionally,0,6.6,2,1,0.41959059939370297,0.42,Medium
Anjali Varghese,19,Female,BSc CS,3rd Year,73,6.6,6.5,5.6,9.2,5.8,2.0,occasionally,0,6.8,2,1,0.498754389650929,0.5,Medium
Khushi Bhatt,19,Male,BBA,2nd Year,95,8.5,6.0,7.9,9.1,8.3,2.0,regularly,0,8.0,3,1,0.1936849056037459,0.21,Low
Aarav Gawande,21,Male,BSc CS,3rd Year,88,7.3,6.9,4.4,4.4,5.7,1.0,occasionally,0,5.7,2,1,0.4730017708677251,0.46,Medium
Riya Mishra,19,Male,BA,3rd Year,63,5.2,7.4,9.7,7.1,7.9,1.0,never,1,7.5,0,1,0.49833418375003735,0.5,Medium
Parth Jain,22,Male,BSc IT,3rd Year,81,4.5,7.5,5.5,6.1,7.0,1.0,never,1,6.1,0,1,0.580634510910346,0.58,Medium
Manav Agarwal,21,Male,BBA,2nd Year,78,6.8,7.2,6.7,6.2,4.2,1.0,never,0,6.2,0,1,0.5836960110454122,0.59,Medium
Siddharth Patel,20,Female,BSc IT,1st Year,83,6.1,7.0,7.6,8.6,8.4,1.0,occasionally,0,7.5,2,1,0.28237836539904554,0.28,Low
Amit Naik,21,Male,BSc CS,3rd Year,73,7.8,4.6,7.2,5.4,5.5,1.0,regularly,0,6.1,3,1,0.4441276225350422,0.44,Medium
Hetal Naidu,19,Male,BSc CS,2nd Year,45,5.0,7.7,6.5,8.3,6.9,1.0,occasionally,0,6.9,2,1,0.5297145601344657,0.52,Medium
Saloni Kadam,20,Female,BCom,1st Year,73,7.9,5.5,8.2,6.5,7.0,0.0,occasionally,0,7.0,2,0,0.319866734700003,0.33,Medium
Tanish Gawande,22,Male,BA,3rd Year,66,7.1,7.0,6.0,5.6,6.3,1.0,occasionally,0,6.4,2,1,0.49513761743254187,0.49,Medium
Vidhi D'Souza,20,Female,BCom,2nd Year,65,6.5,4.6,7.4,6.2,6.4,1.0,regularly,0,6.2,3,1,0.46258666746705884,0.46,Medium
Vaishnavi Kadam,20,Female,BSc IT,2nd Year,81,8.4,8.4,6.8,7.9,8.3,1.0,regularly,0,7.9,3,1,0.1846955007953896,0.19,Low
Krupa Naidu,20,Female,BA,3rd Year,88,8.4,6.6,6.7,7.4,7.0,0.0,regularly,0,7.2,3,0,0.1616742203679803,0.16,Low
Nisha Mukherjee,19,Male,BSc CS,1st Year,85,7.7,7.1,7.6,9.0,8.3,1.0,regularly,0,7.9,3,1,0.16910286040159656,0.17,Low
Anjali Mehta,21,Male,BSc IT,3rd Year,97,5.9,5.8,6.9,7.4,7.3,1.0,occasionally,0,6.7,2,1,0.32603475703094503,0.33,Medium
Ansh Dalvi,20,Male,BSc IT,2nd Year,83,6.2,7.2,7.0,8.7,9.2,1.0,never,0,7.7,0,1,0.3891556862862801,0.39,Medium
Varun Patankar,21,Male,BSc IT,1st Year,98,6.6,7.1,4.4,7.8,6.1,1.0,never,0,6.4,0,1,0.4703304619263439,0.46,Medium
Arnav George,21,Female,BCom,3rd Year,60,8.4,7.4,7.0,7.8,7.5,1.0,never,1,7.6,0,1,0.4960230512951345,0.49,Medium
Vaishnavi Jadhav,19,Male,BSc IT,3rd Year,67,9.0,6.6,5.7,5.8,6.2,0.0,rarely,0,6.7,1,0,0.4438875048773899,0.45,Medium
Mansi Rawat,20,Female,BSc CS,2nd Year,87,3.2,6.5,5.4,6.0,7.3,1.0,rarely,0,5.7,1,1,0.549164090404298,0.54,Medium
Saanvi Ansari,21,Female,BSc IT,3rd Year,78,8.2,4.3,5.7,8.3,7.4,1.0,rarely,0,6.8,1,1,0.4537923582555451,0.45,Medium
Kavya Agarwal,22,Male,BBA,3rd Year,56,7.8,7.6,7.0,4.4,5.1,1.0,rarely,1,6.4,1,1,0.5991235705495692,0.61,High
Sara Lokhande,21,Female,BCom,1st Year,83,7.8,7.4,8.0,6.3,7.3,2.0,never,0,7.4,0,1,0.4972086322297925,0.5,Medium
Vivek Iyer,18,Male,BBA,2nd Year,80,6.9,5.6,7.9,5.2,7.0,0.0,never,0,6.5,0,0,0.46375724104811356,0.47,Medium
Kunal Chitale,18,Female,BSc CS,2nd Year,90,6.6,7.9,5.7,9.0,6.8,0.0,never,0,7.2,0,0,0.3364498604316115,0.33,Medium
Neha Iyer,18,Female,BA,1st Year,63,8.8,5.9,5.8,7.6,6.2,1.0,regularly,0,6.8,3,1,0.39748476753609263,0.4,Medium
Saloni Naik,20,Female,BA,3rd Year,82,7.2,7.0,7.2,7.0,8.4,0.0,rarely,0,7.4,1,0,0.29447429240327755,0.3,Low
Ansh Varghese,20,Female,BSc CS,3rd Year,60,9.0,8.4,7.3,6.9,8.1,0.0,rarely,0,7.9,1,0,0.3239487348800913,0.34,Medium
Shaurya Shah,19,Female,BA,3rd Year,67,6.9,4.5,5.7,8.8,7.8,1.0,occasionally,0,6.7,2,1,0.45359726265870276,0.46,Medium
Mayank Prajapati,22,Female,BCom,1st Year,81,7.8,7.9,7.0,10.0,7.1,2.0,occasionally,0,8.0,2,1,0.3156796830446917,0.32,Medium
Ansh Shinde,21,Male,BA,2nd Year,80,6.3,6.4,5.1,7.8,6.8,0.0,never,0,6.5,0,0,0.4665336014647176,0.47,Medium
Aditya Malhotra,20,Male,BSc IT,3rd Year,69,7.2,8.1,7.9,6.5,4.8,1.0,regularly,0,6.9,3,1,0.36013146441756444,0.36,Medium
Sonal Jadhav,19,Female,BA,2nd Year,64,7.7,7.8,7.4,5.4,10.0,1.0,occasionally,0,7.6,2,1,0.3530329861632199,0.35,Medium
Chirag Ansari,18,Male,BSc IT,1st Year,75,5.7,8.0,8.5,9.0,6.6,2.0,rarely,0,7.6,1,1,0.450955968424528,0.46,Medium
Krupa Shah,22,Male,BSc IT,2nd Year,55,6.4,7.0,7.7,6.9,4.7,2.0,never,1,6.6,0,1,0.7199627817630639,0.71,High
Hetal Patankar,19,Female,BSc CS,3rd Year,94,5.8,6.1,5.6,9.3,7.0,0.0,occasionally,0,6.7,2,0,0.2536843053096017,0.26,Low
Chirag Sinha,22,Female,BA,3rd Year,67,6.3,6.5,5.2,7.2,8.5,0.0,never,0,6.8,0,0,0.4919860731758561,0.49,Medium
Rudra Chavan,21,Female,BSc CS,2nd Year,59,7.8,9.8,7.6,6.5,6.6,1.0,regularly,0,7.7,3,1,0.3163099918960291,0.32,Medium
Pallavi Kadam,18,Male,BSc IT,3rd Year,97,6.5,6.6,4.5,6.3,7.0,3.0,rarely,1,6.2,1,1,0.5882282318335984,0.59,Medium
Khushi Rane,20,Female,BBA,3rd Year,83,7.3,6.4,6.9,5.6,7.6,1.0,rarely,0,6.8,1,1,0.43360746765915287,0.43,Medium
Bhakti Kapoor,20,Female,BA,2nd Year,76,4.8,7.1,7.8,5.2,7.0,1.0,never,0,6.4,0,1,0.5694840471831196,0.57,Medium
Nandini Chowdhury,21,Female,BSc IT,3rd Year,84,5.5,7.7,5.0,7.0,6.6,1.0,occasionally,0,6.4,2,1,0.42178167301977976,0.42,Medium
Ritika Patankar,20,Female,BSc IT,1st Year,65,5.5,7.0,7.0,8.1,6.2,2.0,never,0,6.8,0,1,0.6509139478344389,0.65,High
Nikhil Menon,20,Male,BA,1st Year,53,9.0,4.7,7.0,7.1,6.8,2.0,never,1,6.9,0,1,0.6863313023381457,0.68,High
Trisha Pillai,18,Female,BSc IT,1st Year,83,7.6,6.9,5.5,6.8,7.3,0.0,regularly,0,6.8,3,0,0.23144340726956203,0.23,Low
Sonal Khan,21,Female,BCom,3rd Year,73,9.1,8.0,6.2,6.5,4.0,1.0,never,0,6.8,0,1,0.5428159798301166,0.54,Medium
Yash Ghosh,18,Female,BBA,3rd Year,70,8.8,3.8,5.5,9.9,8.2,0.0,never,0,7.2,0,0,0.4244079599003513,0.42,Medium
Jinal Patil,22,Female,BBA,2nd Year,78,8.4,6.1,5.0,7.1,7.1,1.0,regularly,0,6.8,3,1,0.34044181649008015,0.34,Medium
Krupa Sawant,20,Female,BBA,2nd Year,46,9.2,9.2,7.2,6.4,7.0,1.0,regularly,0,7.8,3,1,0.3542635891586878,0.36,Medium
Simran More,19,Female,BA,2nd Year,73,5.6,8.1,5.8,9.3,7.0,1.0,rarely,0,7.2,1,1,0.433322327940691,0.43,Medium
Rahul Wagh,22,Male,BCom,3rd Year,65,6.2,6.7,6.4,5.9,8.8,1.0,regularly,0,6.8,3,1,0.3928174805654769,0.39,Medium
Tejas Arora,18,Female,BBA,2nd Year,97,8.0,5.5,6.5,8.3,7.0,1.0,rarely,0,7.1,1,1,0.33440886034156725,0.34,Medium
Divya Sinha,22,Male,BSc IT,2nd Year,73,8.1,4.9,5.9,8.1,7.0,0.0,rarely,0,6.8,1,0,0.4015067383017678,0.41,Medium
Shruti Agarwal,18,Female,BCom,1st Year,69,5.1,7.5,7.1,6.6,7.3,0.0,occasionally,0,6.7,2,0,0.37005132514932326,0.37,Medium
Sonal Solanki,22,Female,BA,2nd Year,82,6.2,8.4,6.8,9.2,7.4,0.0,regularly,0,7.6,3,0,0.14774739622414973,0.15,Low
Simran Desai,21,Female,BSc CS,3rd Year,79,6.8,6.3,8.5,5.4,7.0,0.0,regularly,0,6.8,3,0,0.2522435993636882,0.26,Low
Ishaan Desai,19,Male,BBA,1st Year,83,5.4,6.7,5.6,5.4,5.6,1.0,regularly,0,5.8,3,1,0.4378095266680674,0.44,Medium
Parth Varghese,18,Male,BSc IT,3rd Year,68,7.5,6.1,8.2,9.5,8.3,0.0,never,0,7.9,0,0,0.35163730227811607,0.35,Medium
Aarav Reddy,21,Male,BCom,3rd Year,70,6.7,6.9,7.3,7.4,6.8,2.0,regularly,0,7.0,3,1,0.41917039349281143,0.42,Medium
Neha Das,20,Female,BSc CS,3rd Year,97,4.1,5.5,8.1,5.5,5.5,1.0,never,1,5.7,0,1,0.5551070024311913,0.54,Medium
Sara Qureshi,18,Female,BSc IT,2nd Year,86,8.2,6.0,6.5,6.5,8.1,1.0,rarely,0,7.1,1,1,0.38577903172554545,0.39,Medium
Vaishnavi Shaikh,22,Female,BSc CS,1st Year,98,8.9,6.6,5.7,5.6,6.0,0.0,rarely,0,6.5,1,0,0.31982171263919307,0.32,Medium
Isha Nair,19,Female,BA,1st Year,62,7.2,7.6,7.4,8.2,6.1,1.0,rarely,0,7.3,1,1,0.4645376234354834,0.46,Medium
Kiara Tiwari,20,Female,BSc IT,2nd Year,90,6.5,7.0,7.0,7.5,5.9,0.0,never,0,6.8,0,0,0.3875198847435242,0.39,Medium
Saloni Pillai,19,Female,BSc CS,2nd Year,57,7.4,7.0,5.6,8.0,7.1,1.0,regularly,0,7.0,3,1,0.40573881201788864,0.4,Medium
Yash Rao,18,Female,BSc CS,1st Year,53,6.0,8.2,7.0,8.2,8.9,2.0,rarely,0,7.6,1,1,0.5421556562715729,0.55,Medium
Monika Lad,20,Female,BA,1st Year,100,6.3,6.0,7.3,5.8,5.7,1.0,never,0,6.2,0,1,0.48419725665576135,0.48,Medium
Jinal Bhosale,20,Male,BSc CS,1st Year,56,5.4,6.9,7.5,7.4,6.4,2.0,regularly,0,6.7,3,1,0.5161779271843203,0.53,Medium
Prisha Chopra,18,Female,BBA,2nd Year,91,5.6,8.2,7.1,7.2,7.5,1.0,never,0,7.1,0,1,0.4146381727046252,0.41,Medium
Varun Rao,20,Female,BSc CS,3rd Year,66,8.1,7.6,6.2,4.9,6.8,0.0,rarely,0,6.7,1,0,0.4407509679743073,0.44,Medium
Manav Chowdhury,21,Male,BA,2nd Year,73,6.8,6.2,5.5,8.8,8.5,0.0,never,0,7.2,0,0,0.4197556802833387,0.42,Medium
Sonal Pillai,20,Female,BSc IT,1st Year,85,7.2,6.8,6.3,6.6,7.3,1.0,occasionally,0,6.8,2,1,0.3591559864333522,0.35,Medium
Siddharth Deshmukh,22,Male,BCom,3rd Year,73,7.0,8.8,6.7,5.8,9.2,1.0,never,1,7.5,0,1,0.45205150523756626,0.45,Medium
Raj Arora,22,Female,BSc IT,3rd Year,54,6.1,6.6,8.3,5.4,6.9,0.0,regularly,0,6.6,3,0,0.3833478404418164,0.38,Medium
Tejas Rao,21,Male,BA,1st Year,72,6.1,7.5,7.7,7.4,7.0,2.0,regularly,0,7.1,3,1,0.39406309091454816,0.4,Medium
